filename,caption
4993.png,"['কয়েকজন শিশু বসে খাবার খাচ্ছে।', 'কয়েকজন ছোট ছোট ছেলে মেয়ে খাবার খাচ্ছে।']"
4994.png,"['চোখে চশমা পরে ও মাথায় গামছা বেধে একজন পুরুষ দাড়িয়ে আছে।', 'একটি ছেলে চোখে চশমা পড়ে  মাথায় গামছা বেধে হাতে হাত বেধে দাড়িয়ে আছে।']"
4995.png,"['একটি পরিমাপক আছে।', 'একটি স্কেল।']"
4996.png,"['পুকুরের পারে কয়েকটি গাছ ও তিনটি বাড়ি আছে।', 'বড় একটি পুকুর পাশে একটি বাড়ী ও অনেক গুলো নারকেল গাছ দেখা যাচ্ছে।']"
4997.png,"['একজন পুরুষ আছে।', 'একটি লোক পাহাড়ের উপর চেয়ারে বসে আছে।']"
4998.png,"['মাঠের ওপাশে কয়েকটি গাছ আছে।', 'খালি মাঠে একটি মুক্ত মঞ্চ দেখা যাচ্ছে।']"
4999.png,"['দুইজন পুরুষ বসে আছে।', 'একজন বয়স্ক লোকের সাথে একজন লোক কথা বলছে।']"
5000.png,"['অনেকগুলো গাছের মাঝে মানুষ দেখা যাচ্ছে।', 'কয়েকটি লোক জঙ্গল দিয়ে হেটে চলছে।']"
5001.png,"['একটি জলাশয় আছে।', 'বড় একটি নদী।']"
5002.png,"['একজন পুরুষ বসে আছে।', 'একটি ছেলে হাতে মোবাইল নিয়ে পাথরের উপর বসে আছে।']"
5003.png,"['অনেকগুলো মানুষের কোলাহল দেখা যাচ্ছে।', 'নদীর পাড়ে বড় একটি মেলা সেখানে অনেক লোকজন দেখা যাচ্ছে।']"
5004.png,"['কয়েক রকমের শুটকি মাছ আছে।', 'কয়েকরকম শুটকি মাছ।']"
5005.png,"['সরিষা ক্ষেতের পাশে কয়েকজন মানুষ আছে।', 'দুইজন মহিলা ও দুইজন ছোট ছেলে সরিষা ক্ষেতের পাশ দিয়ে হেটে চলছে।']"
5006.png,"['এটি একি ভাঙা বাড়ি।', 'পুরাতন একটি রাজাদের বাড়ী।']"
5007.png,"['সরিষা ক্ষেতের মাঝ দিয়ে একজন নারী মাথায় বোঝা বহন করে নিয়ে যাচ্ছে।', 'একজন মহিলা মাথায় ঘাস পাতা নিয়ে যাচ্ছে।']"
5008.png,"['সাঁকোর উপর দিয়ে একজন মানুষ হেঁটে যাচ্ছে।', 'একটি লোক বাশের সাকু দিয়ে হেটে যাচ্ছে ও সামনে একজন দাড়িয়ে ছবি তুলছে।']"
5009.png,"['একটি পুকুর ও অনেকগুলো গাছ আছে।', 'সুন্দর একটি জায়গা অনেক গুলো নারকেল গাছ ও নদী দেখা যাচ্ছে।']"
5010.png,"['চারজন পুরুষ আছে।', 'তিনজন ছেলে সেলফি তুলছে ও একজন পিছন দিক দিয়ে হেটে আসছে।']"
5011.png,"['একজন মানুষ একটি রিক্সা চালিয়ে যাচ্ছে। অনেকগুলো গাছ আছে।', 'গ্রামের রাস্তায় একজন লোক রিক্সা নিয়ে যাচ্ছে ও বড় বড় গাছ পালা।']"
5012.png,"['পাঁচজন পুরুষ বসে আছে।', 'কয়েকজন বন্ধু একসাথে বসে আছে।']"
5013.png,"['কয়েকটি বড় নৌকা আছে।', 'নদীতে নৌকা থেমে আছে।']"
5014.png,"['একজন পুরুষের কাঁধে একটি পাখি আছে। পিছনে কয়েজন মানুষ দেখা যাচ্ছে।', 'একটি লোকের কাধে টিয়া পাখি। ']"
5015.png,"['একজন মানুষ শুয়ে আছে। পাশে কয়েকজন মানুষ আছে।', 'রেল লাইন স্টেশনে একটি লোক রাস্তায় শুয়ে বিক্ষা করছে আশে পাশে অনেক লোকজন দাড়িয়ে আছে।']"
5016.png,"['কয়েকজন মানুষ আছে। পিছনে জলাশয় ও পাহাড় আছে।', 'কয়েক লোক জন পাহাড়ের নিচে পাথরের উপর বসে ও কেউ হেটে চলছে।']"
5017.png,"['অনেকগুলো মানুষ দাড়িয়ে আছে।', 'কয়েজন ছাত্র মিলে হাতে ফুলের তোড়া নিয়ে শ্রদ্ধাঞ্জলি জানাচ্ছে।']"
5018.png,"['একটি শিশু হেঁটে যাচ্ছে।', 'একটি ছোট মেয়ে মাটির রাস্তা দিয়ে হেটে চলছে।']"
5019.png,"['এটি একটি জলাশয়।', 'নদীতে একটি বাশের মাচা।']"
5020.png,"['কয়েকটি ভবন আছে।', 'দূরে একটি মাদ্রাসা ও মসজিদ দেখা যাচ্ছে।']"
5021.png,"['কয়েকজন মানুষ আছে।', 'সূর্য অস্ত যাচ্ছে কয়েকজন ছেলেরা ব্রীজের উপর হেটে চলছে।']"
5022.png,"['একজন পুরুষ বসে আছে।', 'একটি লোক লঞ্চের চেয়ারে বসে আছে।']"
5023.png,"['চা বাগানে মানুষ কাজ করছে।', 'দুইজন মহিলা চা বাগানে চা পাতা ছিড়ছে।']"
5024.png,"['তিনজন পুরুষ হেঁটে যাচ্ছে। একজন মানুষ একটি সাইকেল চালাচ্ছে।', 'গ্রামের রাস্তা দিয়ে তিনজন ও একজন সাইকেল নিয়ে যাচ্ছে।']"
5025.png,"['খেলনার দোকানে খালি শরীরে একজন পুরুষ বসে আছে।', 'মেলায় একটি লোক চরখি বিক্রী করছে।']"
5026.png,"['এটি একটি মাটির রাস্তা।', 'সকালের সময় গ্রামের রাস্তা।']"
5027.png,"['অনেকগুলো স্তিকার লাগান আছে।', 'আলমারিতে স্টিকার লাগানো নানা রকম।']"
5028.png,"['একটি মেয়ে শিশু বসে লিখছে। পাশে একটি শিশু বসে আছে।', 'ছোট ছোট ছেলে ও মেয়েরা লেখা পড়া করছে।']"
5029.png,"['একজন পুরুষ বসে আছে।', 'একটি লোক বসে আছে।']"
5030.png,"['দূরে অনেকগুলো গাড়ি আছে।', 'অনেক গুলো ট্রাক দেখা যাচ্ছে ও একটি ছেলে দাড়িয়ে আছে একজন গাছের নিচে বসে আছে।']"
5031.png,"['একজন পুরুষ বসে আছে।', 'মেলায় একটি লোক খেলনা বিক্রী করছে।']"
5032.png,"['একজন পুরুষ দুই হাত প্রসারিত করে দাড়িয়ে আছে। পাশে একজন মেয়ে আছে।', 'একটি লোক দুই হাত উঠিয়ে আছে ও একজন মেয়ে দাড়িয়ে।']"
5033.png,"['অনেকগুলো পান আছে।', 'মিষ্টি পান।']"
5034.png,"['কয়েকজন মানুষ আছে। রিক্সা ও অটোরিকশা আছে।', 'কয়েকজন মহিলা হেটে চলছে রাস্তা দিয়ে ও একটি রিক্সা অটোগাড়ী দেখা যাচ্ছে।']"
5035.png,"['ঝর্ণা ও কয়েকজন মানুষ আছে।', 'কয়েকজন লোক পাহাড়ের উপর উঠে পানি দিয়ে গোসল করছে।']"
5036.png,"['একটি সেতু আছে।', 'দুইটি ব্রীজ একটি ব্রীজে দুইজন লোক দাড়িয়ে আছে।']"
5037.png,"['চারজন শিশু দৌড় দিচ্ছে।', 'ছোট ছোট ছেলে মেয়েরা রাস্তা দিয়ে দৌড়াচ্ছে।']"
5038.png,"['একটি দোকানের সামনে তিনজন মানুষ আছে। ', 'টিনের একটি দোকান পাশে ট্রেনের রাস্তা দুইজন হেটে চলছে।']"
5039.png,"['আকাশ, মেঘ ও পাহাড় আছে।', 'পাহাড়ের উপর থেকে নিচের পাহাড় দেখা যাচ্ছে ও আকাশ দেখা যাচ্ছে।']"
5040.png,"['জলাশয় ও আকাশে সূর্য আছে।', 'সমুদ্র দিয়ে নৌকা চলে যাচ্ছে।']"
5041.png,"['একটি ভবন আছে।', 'একটি নতুন মাদ্রাসা।']"
5042.png,"['একটি একটি বারান্দা।', 'ক্যামেরা দিয়ে স্কুলের ছবি তুলছে।']"
5043.png,"['কয়েকজন পুরুষ হেঁটে আসছে।', 'কয়েকজন বন্ধু একসাথে সমুদ্রের পাড় দিয়ে হেটে চলছে।']"
5044.png,"['এটি একটি মসজিদ।', 'একটি মসজিদ বিকাল বাজার শাহী সমজিদ।']"
5045.png,"['একটি ঝর্ণা ও পাঁচজন পুরুষ আছে।', 'কয়েকজন বন্ধু পাড়ারের নিচে গোসল করছে।']"
5046.png,"['একজন মানুষ পতাকা তুলে আছে।', 'একটি অনুষ্ঠানে ছেলেরা হাতে পতাকা নিয়ে দাড়িয়ে আছে।']"
5047.png,"['একজন পুরুষ বসে আছে।', 'একটি লোক বসে আছে।']"
5048.png,"['এটি একটি জলাশয়।', 'পাড় থেকে নদী দেখা যাচ্ছে।']"
5049.png,"['অনেকগুলো শিশু বসে লিখছে।', 'ছোট ছোট ছেলে মেয়েরা পড়া শুনা করছে।']"
5050.png,"['একটি মাঠের পাশে জলাশয় আছে। দূরে একটি ভবন আছে।', 'একটি নতুন বিল্ডিং করছে ও মাঠে সবুজ ঘাস।']"
5051.png,"['জলাশয়ে নৌকা আছে। দূরে অনেকগুলো গাছ দেখা যাচ্ছে।', 'নদীতে নৌকা ও বাশের ঝাকা বেধে আছে।']"
5052.png,"['কয়েকটি শিশু দাড়িয়ে আছে। পিছনে কয়েকজন মানুষ আছে।', 'কয়েকজন ছোট ছোট ছেলে মেয়েরা হাতে পোস্টার নিয়ে দাড়িয়ে আছে।']"
5053.png,"['তিনজন পুরুষ দাড়িয়ে আছে।', 'তিনজন ছেলে বাছের সাকুতে দাড়িয়ে আছে নিচে মাটির রাস্তা।']"
5054.png,"['জলাশয়ের পাশে একটি ভবন আছে।', 'নদীর পাড়ে একটি বড় বাড়ী।']"
5055.png,"['কয়েকজন মানুষ পানিতে গোছল করছে।', 'একটি মেয়ে ও চারজন ছেলে একসাথে পানিতে সাতার কাটছে।']"
5056.png,"['গাছে ফুল ধরেছে।', 'কৃষ্ণচুড়া ফুল।']"
5057.png,"['জলাশয়ে নৌকা আছে।', 'নদীতে কয়েকটি নৌকা পাড়ে থেমে আছে ও দুইটি নৌকা বেয়ে চলছে।']"
5058.png,"['রেললাইনের উপর কয়েকজন মানুষ আছে।', 'ট্রেনের রাস্তা দিয়ে কয়েকজন হেটে চলছে ও একটি বট গাছ দেখা যাচ্ছে।']"
5059.png,"['এটি একটি রেল স্টেশন। কয়েকজন মানুষ আছে।', 'আশু গঞ্জ রেল স্টেশন।']"
5060.png,"['অনেকগুলো মানুষের কোলাহল দেখা যাচ্ছে।', 'মেলায় অনেক লোকজন।']"
5061.png,"['চারপাশে অনেক গাছ রয়েছে।', 'নদীতে কচুরিপনায়।']"
5062.png,"['পানিতে একজন মানুষ বাঁশ ধরে দাড়িয়ে আছে।', 'রাস্তায় কাদা ও পানি জমে আছে ও একজন বাশ ধরে দাড়িয়ে আছে।']"
5063.png,"['রাতে বিদ্যুৎ বাতি চলছে। কয়েকজন মানুষ আছে।', 'রাতে একটি দোকানে কয়েকজনকে দেখা যাচ্ছে।']"
5064.png,"['একজন পুরুষ দাঁড়িয়ে আছে।', 'একটি ছেলে সিড়িতে দাড়িয়ে আছে।']"
5065.png,"['কয়েকজন মানুষকে দেখা যাচ্ছে।', 'সন্ধার সময় কয়েকজন ছেলেরা খেলতেছে।']"
5066.png,"['পাশাপাশি তিনজন পুরুষ আছে।', 'তিনজন বন্ধু কেক ও মাথা টুপি পড়ে আনন্দ উল্লাস করছে।']"
5067.png,"['ভবন আছে।', 'দুইটি বড় বাড়ী ও একটি খেলার মাঠ দেখা যাচ্ছে।']"
5068.png,"['জলাশয়ের ওপাশে বাড়ি দেখা যাচ্ছে।', 'সন্ধার সময় পানি টল মল করছে।']"
5069.png,"['অনেকগুলো মেশিন দেখা যাচ্ছে।', 'গ্যাস কেন্দ্র।']"
5070.png,"['অনেকগুলো বিস্কুট আছে।', 'বাখর খানি।']"
5071.png,"['মাঠে অনেকগুলো মানুষ আছে। দূরে অনেকগুলো গাছ আছে।', 'কয়েকজন ক্রিকেট খেলোয়ার খেলছে।']"
5072.png,"['একজন নারী ও একটি মেয়ে শিশু বই ধরে আছে। পাশে তিনজন পরুষ আছে।', 'কয়েকজন লোক ও মহিলা একটি ছোট মেয়েকে বই উপহার দিচ্ছে।']"
5073.png,"['জলাশয়ের পারে একটি নৌকা ও কয়েকজন মানুষ আছে। জলাশয়ের উপরে একটি সেতু আছে।', 'একটি ব্রীজ দেখা যাচ্ছে ও একজন মহিলা নদীর পারে বসে আছে ও তিনজন ছোট বাচ্চা খেলছে।']"
5074.png,"['কাদা মাটির রাস্তা দিয়ে কয়েকজন মানুষ হেঁটে যাচ্ছে।', 'রাস্তায় অনেক কাদা কয়েকজন হাটা চলাফেরা করছে।']"
5075.png,"['নিচে অনেকগুলো শিশু বসে লিখছে। মঞ্চে কয়েকজন পুরুষ বসে আছে।', 'স্টেজের উপর কয়েকজন লোক বসে আছে ও নিচে ছোট ছোট বাচ্চারা ছবি আকছে।']"
5076.png,"['মাথায় টুপি ও চোখে চশমা পরিহিত একজন পুরুষ শুয়ে আছে।', 'সমুদ্রের পাড়ে চেয়ারে শুয়ে আছে।']"
5077.png,"['পানিতে কয়েকজন পুরুষ দাড়িয়ে আছে।', 'কয়েকজন ছেলে হাতে লাঠি নিয়ে দাড়িয়ে আছে পানিতে।']"
5078.png,"['কয়েকটি গাছ ও কয়েকটি ভবন দেখা যাচ্ছে।', 'দূরে কয়েকটি বাড়ী দেখা যাচ্ছে।']"
5079.png,"['জলাশয়ের ওপাশে কয়েকটি গাছ আছে।', 'একটি পুকুর ও তার পিছনে গ্রাম দেখা যাচ্ছে।']"
5080.png,"['একজন পুরুষ তাকিয়ে আছে।', 'একটি ছেলে সেলফি তুলছে।']"
5081.png,"['কয়েকজন মানুষ বসে আছে। ', 'কয়েকজন লোক ও মহিলা মাইক তবলা ও হারমুনিয়াম নিয়ে গান গাচ্ছে।']"
5082.png,"['পাঁচজন মানুষ সাইকেল চালাচ্ছে।', 'পাঁচন বন্ধু একসাথে সমুদ্রের সামনের দিক দিয়ে সাইকেল নিয়ে যাচ্ছে।']"
5083.png,"['এটি একটি রেললাইন।', 'ট্রেনের রাস্তা।']"
5084.png,"['অনেক রকমের ফল আছে।', 'শাক সবজির চারা বিক্রী করছে।']"
5085.png,"['কয়েকটি শিশু আছে।', 'ছোট ছোট ছেলে মেয়েরা বেলুন নিয়ে খেলছে।']"
5086.png,"['অনেকগুলো শিশু বসে আছে।', 'মাটিতে বসে ছেলে মেয়েরা পড়া শুনা করছে।']"
5087.png,"['একজন পুরুষ মাছ নিয়ে বসে আছে।', 'একটি লোক মাছ বিক্রী করছে।']"
5088.png,"['নদীতে একটি নৌকা আছে। দূরে পাহাড় আছে।', 'একটি লোক নদী দিয়ে নৌকা নিয়ে যাচ্ছে ও পিছনে পাহাড়।']"
5089.png,"['বাড়ির সামনে কয়েকজন মানুষ বসে আছে।', 'কয়েকজন ছেলেরা বাড়ী উঠানে চেয়ারে বসে আছে।']"
5090.png,"['মাটির তৈরি অনেক রকমের জিনিসপত্র আছে।', 'মাটির খেলনা্']"
5091.png,"['অনেক রকমের ফুল গাছ আছে। একজন পুরুষ বসে আছে।', 'ফুল বিক্রী করছে একটি লোক।']"
5092.png,"['মাঠের পাশে ভবন আছে।', 'দুরে একটি স্কুল দেখা যাচ্ছে।']"
5093.png,"['অনেকগুলো গাছ ও কয়েকজন মানুষ দেখা যাচ্ছে।', 'কয়েকজন লোক জঙ্গল দিয়ে যাচ্ছে।']"
5094.png,"['এটি একটি রাস্তা।', 'গ্রামের রাস্তা দুই পাশে নদী।']"
5095.png,"['একজন পুরুষ আছে।', 'একটি ছেলে বাসের জানলা দিয়ে ভি চিহ্ন দেখাচ্ছে।']"
5096.png,"['একসাথে অনেকগুলো মানুষ আছে।', 'অনেক ছোট ছোট বাচ্চা হাত উঠিয়ে দাড়িয়ে আছে।']"
5097.png,"['অনেকগুলো মানুষ হেঁটে আসছে।', 'অনেক লোক জন একসাথে হয়ে জঙ্গল দিয়ে হেটে চলছে।']"
5098.png,"['সরিষা ক্ষেতের মাঝখানে একটি গাছ আছে।', 'সরিষা ক্ষেতের মাঝখানে একটি বট গাছ।']"
5099.png,"['ক্ষেত ও আকাশে মেঘ আছে।', 'ধান ক্ষেত ও ক্ষেতে পানি।']"
5100.png,"['এটি একটি মাছ।', 'মাছ হাত দিয়ে ধরে রেখেছে।']"
5101.png,"['নৌকায় একজন পুরুষ বসে বাঁশ ধরে আছে।', 'একটি লোক হাতে বইঠা নিয়ে নৌকা চালাচ্ছে।']"
5102.png,"['জানালা দিয়ে গাছ ও কয়েকটি ভবন দেখা যাচ্ছে।', 'জানলা দিয়ে ফুল গাছ।']"
5103.png,"['রাতের বেলা জলাশয়ের ওপাশে বিদ্যুতের বাতির আলো দেখা যাচ্ছে।', 'নদীর পাড়ে লাইটের আলো জ্বলছে।']"
5104.png,"['একজন পুরুষ গোছল করছে।', 'একটি ছেলে পাহাড়ের পানিতে গোসল করছে।']"
5105.png,"['রেললাইন ও টাওয়ার আছে।', 'সূর্য অস্ত যাচ্ছে ট্রেনের রাস্তার পাশে অনেক লোকজন হেটে চলছে।']"
5106.png,"['অনেকগুলো শিশু হাত দিয়ে ব্যাগ তুলে আছে।', 'ছোট ছোট বাচ্চারা হাতে ব্যাগ উঠিয়ে দাড়িয়ে আছে।']"
5107.png,"['তিনজন পুরুষ বসে আছে।', 'তিনজন ছেলে পাহাড়ের নিচে বসে আছে।']"
5108.png,"['ভবন দেখা যাচ্ছে।', 'একটি লাল রঙ্গের ছাদ।']"
5109.png,"['রাস্তার উপর অনেকগুলো মানুষ আছে।', 'বর্ডার গার্ড বাংলাদেশ ও ইন্ডিয়াতে যাওয়ার রাস্তা।']"
5110.png,"['একজন পুরুষ হেঁটে আসছে।', 'একটি লোক ক্ষেতের মাঝখান দিয়ে হেটে চলছে।']"
5111.png,"['মাঠের ওপাশে পাহাড় আছে।', 'সবুজ মাঠ ও পাহাড় দেখা যাচ্ছে।']"
5112.png,"['পানিতে তিনজন পুরুষ আছে।', 'তিনজন বন্ধু নদীতে গোসল করছে।']"
5113.png,"['অনেকগুলো মানুষ বসে আছে। মঞ্চের উপর কয়েকজন মানুষ দাড়িয়ে আছে।', 'স্টেজে অনেক ছেলে ও মেয়ে ও নিচে অনেক লোকজন বসে আছে।']"
5114.png,"['অনেকগুলো ভবন দেখা যাচ্ছে।', 'উপর থেকে অনেক গুলো বাড়ীর ছাদ দেখা যাচ্ছে।']"
5115.png,"['অনেকগুলো ভবন দেখা যাচ্ছে।', 'দূর থেকে অনেক বাড়ী দেখা যাচ্ছে।']"
5116.png,"['জলাশয়ের উপর একটি সেতু আছে।', 'ব্রীজের নিচে থেকে নদীতে নৌকা যাচ্ছে ও উপরে ব্রীজ।']"
5117.png,"['পাশাপাশি কয়েকটি ভবন আছে।', 'রাতে অনেক গুলো বাড়ী দেখা যাচ্ছে।']"
5118.png,"['জলাশয়ের ওপাশে সবুজ ফসলের ক্ষেত আছে।', 'সবুজ একটি গ্রাম দেখা যাচ্ছে ও বালির মাঠ দেখা যাচ্ছে।']"
5119.png,"['একটি একটি ডাস্টবিন।', 'ডাসবিন ।']"
5120.png,"['এটি একটি মাঠ।', 'স্কুল ও কলেজ মাঠে ছেলেরা খেলছে।']"
5121.png,"['বাংলায় কিছু লেখা আছে।', 'পুরাতন মাটির প্রতাপ কুটির।']"
5122.png,"['এটি একটি ধান ক্ষেত।', 'ধান ক্ষেত।']"
5123.png,"['রাস্তা দিয়ে কয়েকজন মানুষ চলাচল করছে। রাস্তার পাশে জলাশয় আছে।', 'রাস্তা দিয়ে কয়েকজন মানুষ হেটে চলছে ও পুকুর দেখা যাচ্ছে।']"
5124.png,"['এটি একটি ভাঙা বাড়ি।', 'পুরাতন মাটির ঘর গাছের শিকর আকা বাকা।']"
5125.png,"['অনেকগুলো শিশু বসে হাত দিয়ে বই ধরে আছে।', 'স্কুল ক্লাসে ছোট ছোট ছেলে মেয়েরা বই উপরে উঠিয়ে আছে।']"
5126.png,"['একটি জলাশয় ও একটি ঝর্ণা আছে।', 'পাহাড় দিয়ে পানি নামছে।']"
5127.png,"['এটি একটি ধান ক্ষেত।', 'সবুজ ধান ক্ষেত অনেক বড়।']"
5128.png,"['একটি সেতু আছে।', 'ব্রীজের উপর দিয়ে একজন মহিলা ও একজন লোক হেটে চলছে আর নদীতে সবুজ কচুরিপনা।']"
5129.png,"['কয়েকজন মানুষ দেখা যাচ্ছে।', 'মেলায় মালা বিক্রী করছে।']"
5130.png,"['আলমারিতে একটি ব্যাগ ঝুলে আছে।', 'কাঠের আলমারি।']"
5131.png,"['জলাশয়ে দুইটি জাহাজ আছে।', 'বড় একটি কারখানা ও নদী দিয়ে দুইটি নৌকা যাচ্ছে।']"
5132.png,"['আকাশে রংধনু দেখা যাচ্ছে।', 'আকাশে রং ধনু উঠছে ও বাড়ী ঘর দেখা যাচ্ছে ও পুকুরও দেখা যাচ্ছে।']"
5133.png,"['এটি একটি ভবন।', 'একটি বড় বিল্ডিং স্কুল।']"
5134.png,"['কয়েকজন মানুষ আছে। চারপাশে অনেক গাছ আছে।', 'অনেক লোকজন মিলে জঙ্গল দিয়ে হেটে চলছে।']"
5135.png,"['মেশিন আছে। চারজন মানুষ দেখা যাচ্ছে।', 'অনেক গুলা ইঞ্জিন মেশিন।']"
5136.png,"['কয়েকজন শিশু বসে খাবার খাচ্ছে।', 'ছোট ছোট ছেলে মেয়েরা খাবার খাচ্ছে।']"
5137.png,"['একজন পুরুষ ও একজন নারী আছে।', 'একটি ছেলে তার মাকে জড়িয়ে ধরে আছে।']"
5138.png,"['রাস্তায় কয়েকজন মানুষ আছে।', 'পুকুরের পাশ দিয়ে লোকজন হেটে চলছে ও পাড়ে বসে আছে।']"
5139.png,"['চারজন পুরুষ লাফ দিয়েছে।', 'চার জন ছেলে পাহাড়ের উপর লাফ দিচ্ছে।']"
5140.png,"['দুইজন নারী ও কয়েকজন পুরুষ দাড়িয়ে আছে।', 'কয়েকজন ছেলে ও মেয়েরা দাড়িয়ে আছে।']"
5141.png,"['একটি রেলগাড়ি আসছে।', 'ট্রেন যাচ্ছে ও একটি ট্রেনের রাস্তা ফাকা একটি লোক হেটে চলছে।']"
5142.png,"['কয়েকজন মানুষ দেখা যাচ্ছে।', 'একটি উচু জায়গা কয়েকজন লোক দেখতে গেছে।']"
5143.png,"['এটি একটি কেক।', 'জন্ম দিনের কেক।']"
5144.png,"['ঝর্ণার পানিতে অনেকগুলো মানুষ গোছল করছে।', 'অনেক লোকজন একসাথে পাহাড়র ঝর্নার পানিতে গোসল করছে।']"
5145.png,"['ভবন দেখা যাচ্ছে।', 'একটি তোরণ দেখা যাচ্ছে।']"
5146.png,"['একটি একটি পাখির বাসা।', 'পাখির বাসা।']"
5147.png,"['নৌকায় একজন মানুষ বসে ও আরেকজন মানুষ দাড়িয়ে আছে।', 'নদী দিয়ে দুইজন লোক নৌকা যাচ্ছে ও বড় একটি বট গাছ দেখা যাচেছ।']"
5148.png,"['দুইজন মানুষ আছে।', 'নদী দিয়ে লঞ্চ যাচ্ছে।']"
5149.png,"['এটি একটি মন্দির।', 'পুরাতন একটি মন্দির শ্রী শ্রী কালভৈরব।']"
5150.png,"['গাছ দেখা যাচ্ছে।', 'জানলায় ফুল।']"
5151.png,"['একজন পুরুষ দাঁড়িয়ে আছে। পাশে কয়েজন পুরুষ বসে আছে।', 'কমীসভায় কয়েকজন লোক বসে ও একজন দাড়িয়ে আছে।']"
5152.png,"['অনেকগুলো বিস্কুট আছে।', 'বাগর খানি।']"
5153.png,"['রাস্তায় আবর্জনা পরে আছে। রাস্তা দিয়ে রিক্সা ও অটোরিকশা চলাচল করছে।', 'রাস্তায় ময়লার স্তুপ।']"
5154.png,"['জলাশয় ও অনেকগুলো গাছ দেখা যাচ্ছে।', 'বড় একটি নদী ও চারপাশে গাছ পালা।']"
5155.png,"['ভবন, গাছ ও আকাশে সূর্য আছে।', 'নীল আকাশ।']"
5156.png,"['পাশাপাশি চারজন পুরুষ আছে।', 'চারজন বন্ধু একটি ঘরের ভিতর থেকে মাথা বের করে আছে।']"
5157.png,"['জলাশয়ে অনেক কস্তূরী আছে।', 'নদীতে কচুরিপনা ভরা।']"
5158.png,"['একজন মানুষ বসে আছে।', 'মেলার নাগর দোলা।']"
5159.png,"['জলাশয়ে একটি নৌকা দেখা যাচ্ছে।', 'নদী দিয়ে নৌকা যাচ্ছে।']"
5160.png,"['অনেকগুলো ভবন আছে।', 'অনেক গুলো বাড়ী ঘর দেখা যাচ্ছে।']"
5161.png,"['অনেকগুলো কস্তূরী আছে।', 'কালো মেঘে ঢাকা আকাশ ও নদীতে কচুরিপনা।']"
5162.png,"['লঞ্চ এ কয়জন মানুষ আছে।', 'নদীতে লঞ্চের উপর একজন নামাজ পড়ছে।']"
5163.png,"['দুইজন মানুষ বসে আছে।', 'লঞ্চের ভিতর জানলায় দুইজন বসে আছে।']"
5164.png,"['একটি শিশু হাতে ব্যাগ নিয়ে হেঁটে আসছে।', 'শিতের ভিতর কুয়াশার সময় একটি ছোট মেয়ে মাটির রাস্তা দিয়ে হেটে চলছে।']"
5165.png,"['পাশাপাশি তিনজন পুরুষ পানিতে আছে।', 'তিনজন ছেলে নদীতে গোসল করছে ও সেলফি তুলছে।']"
5166.png,"['পাঁচজন পুরুষ দাড়িয়ে আছে।', 'পুরাতন রাজবাড়ীতে কয়েকজন বন্ধু দাড়িয়ে আছে।']"
5167.png,"['একজন পুরুষ হেঁটে আসছে।', 'একটি লোক মাছ বিক্রী করতে যাচ্ছে পিছনে একটি ব্রীজ দেখা যাচ্ছে।']"
5168.png,"['একজন পুরুষ আছে।', 'বয়স্ক একটি লোকের ছবি।']"
5169.png,"['মাঠের ওপাশে ভবন আছে।', 'একটি স্কুল ও খেলার মাঠ।']"
5170.png,"['রাস্তা দিয়ে মানুষ ও গাড়ি চলাচল করছে।', 'রাস্তায় অটো গাড়ী।']"
5171.png,"['একজন পরুষ বক্তৃতা দিচ্ছে। পিছনে অনেকগুলো মানুষ আছে।', 'কয়েকজন ল্যাংরা লোক হুইল চিয়ারে বসে ও একজন মাইক নিয়ে কথা বলছে।']"
5172.png,"['জলাশয়ের ওপাশে ফসলের ক্ষেত আছে।', 'সবুজ ধান ক্ষেত ও বালির মাঠ।']"
5173.png,"['একটি গাছ আছে।', 'চারপাশে মাটি ও মাঝখানে একটি বট গাছ।']"
5174.png,"['কয়েক রকমের অনেকগুলো ফুল গাছে অনেকগুলো ফুল ফুটে আছে।', 'নানান রকম ফুলের বাগান।']"
5175.png,"['এটি একটি সেতু।', 'গ্রামের ব্রীজ।']"
5176.png,"['খালি শরীরে একজন পুরুষ আছে।', 'একটি লোক কচুরিপনা উঠাচ্ছে।']"
5177.png,"['নৌকার উপর দুইজন পুরুষ বসে আছে।', 'নদী দিয়ে দুইজন লোক নৌকার উপর বসে আছে।']"
5178.png,"['দূরে মানুষ দেখা যাচ্ছে।', 'নদীতে ফেরী।']"
5179.png,"['জলাশয়ের পারে কয়েকটি নৌকা ও কয়েজন মানুষ আছে।', 'নদীতে নৌকা থেমে আছে ও কয়েকজন লোক দাড়িয়ে আছে।']"
5180.png,"['পাঁচজন পুরুষ পাশাপাশি বসে আছে।', 'পাঁচন বন্ধু একসাথে নদীর পাড়ে বসে আছে।']"
5181.png,"['সূর্য অস্ত যাচ্ছে।', 'সূর্য অস্ত যাচ্ছে ট্রেনের রাস্তার পাশে অনেক লোকজন হেটে চলছে।']"
5182.png,"['একজন পুরুষ বাঁশ হাতে দাড়িয়ে আছে।', 'একটি ছেলে লাঠি হাতে নিয়ে দাড়িয়ে আছে।']"
5183.png,"['সাতজন পুরুষ পাশাপাশি দাড়িয়ে আছে।', 'কয়েকজন ছেলে মাঠে একসাথে দাড়িয়ে আছে।']"
5184.png,"['একটি সেতু তৈরির কাজ চলছে।', 'নদীর উপর দিয়ে ব্রীজ তৈরী করছে।']"
