image_name,captions,Generated,Gemini_generated
3903.jpg,"['একটি সাদা কালো ছবি দেখা যাচ্ছে ।', 'সাদা কালো ছবি তে কিছু শিশুকে দেখা যাচ্ছে ।', 'সাদা কালো ছবিতে কিছু শিশু দৌড়াচ্ছে ।', 'সাদা কালো ছবিতে শিশুদের পাশে একজন নারীকে দেখা যাচ্ছে ।', 'সাদাকালো ছবি তে একটি রাস্তা ও তার পাশে কিছু গাছপালা দেখা যাচ্ছে ।']","Q: 'সাদা কালো ছবিটিতে শিশুরা কি করছে?'
A: 'ছবিটিতে শিশুরা দৌড়াচ্ছে।'"," Q: ছবিটিতে কি আছে?
A: ছবিটিতে কয়েকজন শিশু রাস্তা দিয়ে হেঁটে যাচ্ছে।"
3938.jpg,"['একটি সাদা প্লেটের ছবি দেখা যাচ্ছে ।', 'সাদা প্লেটে কিছু খাবার দেখা যাচ্ছে ।', 'সাদা প্লেটে বেগুনি দেখা যাচ্ছে ।', 'সাদা প্লেটে পরোটা দেখা যাচ্ছে ।', 'সাদা প্লেটে মাংস দেখা যাচ্ছে ।']","Q: 'সাদা প্লেটে কি ধরনের খাবার রয়েছে?'
A: 'সাদা প্লেটে পরোটা, বেগুনি এবং মাংস রয়েছে।'"," Q: প্লেটে কি কি আছে ?
A: প্লেটে পরোটা, মাংস, ডিম এবং বেগুন রয়েছে ।"
3949.jpg,"['দুটি কাপের ছবি ছবি দেখা যাচ্ছে ।', 'একটি কাচের কাপের ছবি দেখা যাচ্ছে ।', 'একটি মাটির কাপে চা দেখা যাচ্ছে ।', 'একটি কাচের কাপে লাল চা দেখা যাচ্ছে ।', 'একটি মাটির কাপে দুধ চা এর ছবি দেখা যাচ্ছে ।']","Q: 'ছবিতে কোন দুই ধরনের চা দেখা যাচ্ছে?'
A: 'ছবিতে একটি কাচের কাপে লাল চা এবং একটি মাটির কাপে দুধ চা দেখা যাচ্ছে।'"," Q: দুটি কাপে কি কি আছে?
A: একটি কাচের কাপে লেবু চা এবং একটি মাটির কাপে দুধ চা রয়েছে।"
4042.jpg,"['একটি সাদা বাটিতে পাস্তা ।', 'একটি সাদা বাটিতে রান্না করা পাস্তা ।', 'রান্না করা চিকেন পাস্তা দেখা যাচ্ছে ।', 'একটি সাদা বাটিতে রান্না করা পাস্তা ।', 'একটি সাদা বাটিতে পাস্তা ।']","Q: 'ছবিতে দেখা যাচ্ছে পাস্তাটি কি ধরণের পাত্রে পরিবেশন করা হয়েছে?'
A: 'পাস্তাটি একটি সাদা বাটিতে পরিবেশন করা হয়েছে।'"," Q: ছবিটিতে কি দেখা যাচ্ছে?
A: ছবিটিতে পাস্তা দেখা যাচ্ছে।"
4063.jpg,"['একটি খয়েরি রঙের টেবিল দেখা যাচ্ছে ।', 'টেবিলের উপর তিনটি গ্লাস রয়েছে ।', 'গ্লাস তিনটির মধ্যে জুস আছে ।', 'জুস দেখতে সবুজ রঙের ।', 'টেবিলের পাশে অনেকগুলি মার্বেল আছে ।']","Q: 'টেবিলের উপর কতগুলি গ্লাস রয়েছে এবং গ্লাসগুলিতে কী রয়েছে?'
A: 'টেবিলের উপর তিনটি গ্লাস রয়েছে এবং গ্লাসগুলিতে সবুজ রঙের জুস রয়েছে।'"," Q: ছবিটিতে কী দেখা যাচ্ছে?
A: ছবিটিতে একটি খয়েরি রঙের টেবিল দেখা যাচ্ছে। টেবিলের উপর তিনটি গ্লাস রয়েছে। গ্লাস তিনটির মধ্যে জুস আছে। জুস দেখতে সবুজ রঙের। টেবিলের পাশে অনেকগুলি মার্বেল আছে।"
299.jpg,"['শহিদ মিনারে মানুষের ঢল দেখা যাচ্ছে ।', 'শহিদ মিনারে ফুল দিতে আসা মানুষের ঢল দেখা যাচ্ছে ।', 'শহিদ মিনারে শহিদদের সম্মানে ফুল দিতে আসা মানুষের ঢল দেখা যাচ্ছে ।', 'শহিদ মিনারে প্রভাত ফেরিতে মানুষের ঢল দেখা যাচ্ছে ।', 'শহিদ মিনারে নানান বয়সের মানুষের ঢল দেখা যাচ্ছে ।']","Q: 'ছবিতে দেখা যাচ্ছে যে শহিদ মিনারে কোন উপলক্ষ্যে মানুষের ঢল নেমেছে?'
A: 'শহিদদের সম্মানে ফুল দিতে এবং প্রভাত ফেরীতে অংশ নিতে মানুষের ঢল নেমেছে।'"," Q: শহীদ মিনারে এতো মানুষের ঢল কেন?
A: শহীদ মিনারে শহীদদের সম্মানে ফুল দিতে এসেছে মানুষের ঢল।"
358.jpg,"['রবীন্দ্রনাথের কবিতার ছোট নদীর সাদৃশ্য একটি নদী ।', 'জনমানব শূন্য শান্ত একটি নদী ।', 'ছোট একটি নদী দেখা যাচ্ছে ।', 'শান্ত একটি নদী দেখা যাচ্ছে ।', 'একটি নদীতে একটি নৌকা দেখা যাচ্ছে ।']","Q: 'ছবিতে দেখা নদীটির পরিবেশ কেমন?'
A: 'ছবিতে দেখা নদীটির পরিবেশ শান্ত এবং জনমানব শূন্য।'"," Q: ছোট নদীর সাদৃশ্য কি?
A: রবীন্দ্রনাথের কবিতার ছোট নদীর সাদৃশ্য একটি নদী।"
563.jpg,"['একটি নদীর ছবি দেখা যাচ্ছে ।', 'নদীর ঘাট দেখা যাচ্ছে ।', 'নদীর ঘাটে একটি জলযান দেখা যাচ্ছে ।', 'নদীর ঘাটের জলযানে অনেক মানুষ দেখা যাচ্ছে ।', 'নদীর ঘাটে লাল,সবুজ ও সাদা রঙ করা জলযান দেখা যাচ্ছে ।']","Q: 'ছবিতে দেখা জলযানটির কি কি রঙ রয়েছে?'
A: 'ছবিতে দেখা জলযানটি লাল, সবুজ এবং সাদা রঙের।'"," Q: ছবিতে কি দেখা যাচ্ছে?
A: ছবিতে একটি নদী দেখা যাচ্ছে। নদীর ঘাটে একটি জলযান দেখা যাচ্ছে। জলযানে অনেক মানুষ দেখা যাচ্ছে। জলযানটি লাল, সবুজ এবং সাদা রঙের।"
658.jpg,"['একটি টেবিল দেখা যাচ্ছে ।', 'একটি বাদামী টেবিল দৃশ্যমান ।', 'টেবিল এ একটি সাদা প্লেট বিদ্যমান ।', 'চারকোনা প্লেটটিতে কিছু খাবার দেখা যাচ্ছে ।', 'প্লেট এ ৩ পদ এর খাবার দেখা যাচ্ছে ।']","Q: 'চারকোনা সাদা প্লেটে কতগুলি পদের খাবার দেখা যাচ্ছে?'
A: 'প্লেটে ৩ পদের খাবার দেখা যাচ্ছে।'"," Q: ছবিটিতে কি কি দেখা যাচ্ছে ?
A: ছবিটিতে একটি টেবিল দেখা যাচ্ছে । টেবিলের উপর একটি প্লেট রয়েছে । প্লেটে ভাত, মাংস এবং কিছু সবজি রয়েছে ।"
1229.jpg,"['গাছের উচু ডাল দেখা যাচ্ছে ।', 'গাছের উচু ডালে অল্প পাতা রয়েছে ।', 'গাছের উচু ডাল ও শাখা-প্রশাখা রয়েছে ।', 'দুটি গাছের উচু ডাল দেখা যাচ্ছে ।', 'দুটি গাছের উচু ডাল সহ পাতা দেখা যাচ্ছে ।']","Q: 'ছবিতে দেখা যাচ্ছে কয়টি গাছের উচু ডাল?'
A: 'দুটি গাছের উচু ডাল দেখা যাচ্ছে।'"," Q: গাছের ডালে কি আছে?
A: গাছের ডালে পাতা আছে।"
1848.jpg,"['কিছু তৈজসপত্র দেখা যাচ্ছে ।', 'কিছু মাটির তৈরি তৈজসপত্র দেখা যাচ্ছে ।', 'একটি ডেস্কের উপর চারটি তৈজসপত্র দেখা যাচ্ছে ।', 'একটি ডেস্কের উপর চারটি মাটির তৈরি তৈজসপত্র দেখা যাচ্ছে ।', 'কিছু তৈজসপত্রের উপর আলো পড়ছে দেখা যাচ্ছে ।']","Q: 'ছবির মধ্যে কয়টি তৈজসপত্র দেখা যাচ্ছে?'
A: 'ছবিতে চারটি মাটির তৈরি তৈজসপত্র দেখা যাচ্ছে।'"," Q: ছবিতে কী দেখা যাচ্ছে?
A: ছবিতে কয়েকটি মাটির তৈরি তৈজসপত্র দেখা যাচ্ছে।"
2141.jpg,"['একজন পুরুষ হাঁটছে ।', 'পুরুষটি নীল রং এর জামা পড়ে আছে ।', 'পুরুষটির চোখে সানগ্লাস রয়েছে ।', 'পুরুষটির পায়ে ছাই রং এর জুতা আছে ।', 'কিছু মানুষ দাঁড়িয়ে আছে ।']","Q: 'ছবিতে দেখা যাচ্ছে পুরুষটি কি ধরনের জামা পরে আছে?'
A: 'পুরুষটি নীল রং এর জামা পড়ে আছে।'"," Q: ছবিতে কী দেখা যাচ্ছে?
A: ছবিতে একজন পুরুষকে দেখা যাচ্ছে। সে নীল রঙের জামা, ছাই রঙের জুতা এবং সানগ্লাস পরে আছে। সে একটি মন্দিরের সামনে দিয়ে হাঁটছে। মন্দিরটির সামনে আরও কিছু মানুষ দাঁড়িয়ে আছে।"
2244.jpg,"['একটি সমুদ্র আছে ।', 'একটি সমুদ্রে নীল পানি আছে ।', 'একটি দ্বীপ আছে ।', 'একটি দ্বীপে অনেকগুলো গাছপালা আছে ।', 'আকাশের নিচে একটি দ্বীপে অনেক গাছপালা আছে ।']","Q: 'ছবিতে দেখা সমুদ্রের পানির রং কি?'
A: 'নীল'"," Q: ছবিতে কি দেখা যাচ্ছে?
A: ছবিতে একটি সমুদ্র দেখা যাচ্ছে। সমুদ্রের মাঝে একটি দ্বীপ আছে। দ্বীপে অনেক গাছপালা আছে। আকাশের নিচে দ্বীপটি খুব সুন্দর দেখাচ্ছে।"
2328.jpg,"['দুইটি বাটি আছে ।', 'দুইটি বাটিতে খাবার আছে ।', 'খাবারের উপরে ডিম আছে ।', 'কাঠের টেবিলে বাটি আছে ।', 'কাঠের টেবিলে অনেকগুলো চামচ আছে ।']","Q: 'চিত্রে কতগুলি বাটি দেখা যাচ্ছে এবং তাদের উপরে কি আছে?'
A: 'চিত্রে দুইটি বাটি দেখা যাচ্ছে, এবং প্রতিটি বাটির উপরে খাবার ও ডিম আছে।'"," Q: ছবিতে কি কি আছে ?
A: ছবিতে দুটি বাটি আছে। বাটির মধ্যে খাবার আছে। খাবারের উপর ডিম আছে। কাঠের টেবিলে বাটি আছে। কাঠের টেবিলে অনেকগুলো চামচ আছে।"
2626.jpg,"['একটি বাটি আছে ।', 'বাটিতে খাবার আছে ।', 'বাটিতে রাইস আছে ।', 'খাবারের উপরে সস আছে ।', 'কয়েকটি খাবারের টুকরা আছে ।']","Q: 'বাটিতে কি ধরনের সস দেওয়া হয়েছে?'
A: 'বাটিতে লাল ও সাদা সস দেওয়া হয়েছে।'"," Q: এটি কি?
A: এটি একটি বাটি ভাত।
Q: বাটিতে আর কি আছে?
A: বাটিতে ভাতের উপর সস দেওয়া আছে এবং সেই সসের উপর রাখা আছে মাংসের বল।
Q: মাংসের বলের উপরে কি আছে?
A: মাংসের বলের উপরে সাদা সস দেওয়া আছে।
Q: বাটির ভাত কেমন?
A: বাটির ভাত ফুলকো ভাত।"
3008.jpg,"['কিছু হাঁস দেখা যাচ্ছে ।', 'একটি মা হাঁস ও কিছু হাঁস ছানা রয়েছে ।', 'ঘাসের ওপর একটি মা হাঁস ও কিছু হাঁস ছানা হেটে যাচ্ছে ।', 'অনেকগুলো বাচ্চা হাঁস ও একটি মা হাঁস হেটে যাচ্ছে ।', 'ঘাসে ওপর কিছু হাঁস হেটে যাচ্ছে ।']","Q: 'ছবিতে কী দেখা যাচ্ছে?'
A: 'ছবিতে একটি মা হাঁস ও অনেকগুলো বাচ্চা হাঁস ঘাসের ওপর দেখা যাচ্ছে।'"," Q: ছবিটিতে কি দেখা যাচ্ছে?
A: ছবিটিতে একটি মা হাঁস ও তার ছানাদের দেখা যাচ্ছে।"
3269.jpg,"['চিকিৎসা সরঞ্জাম দেখা যাচ্ছে ।', 'অনেকগুলো ইনজেকশন দেখা যাচ্ছে ।', 'মোড়ককৃত ইনজেকশন দেখা যাচ্ছে ।', 'মোড়ককৃত চিকিৎসা সরঞ্জাম ।', 'সবুজ রঙের ইনজেকশন ।']","Q: 'ছবিতে কী ধরনের চিকিৎসা সরঞ্জাম দেখা যাচ্ছে?'
A: 'ছবিতে মোড়ককৃত ইনজেকশন দেখা যাচ্ছে।'"," Q: ছবিতে কি দেখা যাচ্ছে?
A: ছবিতে অনেকগুলো সবুজ রঙের ইনজেকশন দেখা যাচ্ছে৷"
3727.jpg,"['ছবিতে একটি ফুল দেখা যাচ্ছে ।', 'ফুলটির রং হালকা হলুদ ।', 'ছবির ফুলটির নাম জবা ।', 'ফুলটি দেখতে খুবই সুন্দর ।', 'ফুলটির রং হালকা হলুদ ।']","Q: 'ছবিতে দেখা যাওয়া ফুলটির নাম কি?'
A: 'ফুলটির নাম জবা।'"," Q: ছবিতে কী দেখা যাচ্ছে?
A: ছবিতে তিনটি ছেলেকে দেখা যাচ্ছে যারা হাত ধরে দাঁড়িয়ে আছে।"
3735.jpg,"['একটি খয়েরি রঙের টেবিল আছে ।', 'টেবিলের উপর একটি বাতি রয়েছে ।', 'বাটিটি দেখতে গোল ।', 'বাটির মধ্যে অনেক গুলি ডিম্ আছে ।', 'একটি খয়েরি রঙের টেবিল আছে ।']","Q: 'টেবিলের উপর থাকা বাটিটির ভিতরে কি আছে?'
A: 'বাটির ভিতরে অনেকগুলি ডিম আছে।'"," Q: টেবিলের উপর কি আছে?
A: টেবিলের উপর একটি বাটি আছে ।"
3877.jpg,"['দুজন মানুষ বসে পানির উপর দুটি হাস ভাসতে দেখছে ।', 'দুটি মানুষ পানির উপর দুটি হাস ভাসা দেখছে ।', 'দুটি হাসের ভাসমান দৃশ্য দুজন মানুষ দেখছে ।', 'দুটি হাস ভাসতে দেখছে দুজন মানুষ ।', 'দুজন মানুষ এবং দুটি হাস রয়েছে ।']","Q: 'ছবিটিতে কতজন মানুষ এবং কতটি হাস রয়েছে?'
A: 'ছবিটিতে দুজন মানুষ এবং দুটি হাস রয়েছে।'"," Q: দুটি মানুষ পানিতে কি ভাসতে দেখছে?
A: দুটি হাস।"
