image_name,captions,Generated
2392.jpg,"['একটি বাটিতে খাবার আছে ।', 'একটি সাদা বাটিতে খাবার আছে ।', 'একটি বাটিতে গোলাকার খাবার আছে ।', 'একটি সাদা টেবিলে সাদা বাটি আছে ।', 'সাদা টেবিলে সাদা বাটিতে খাবার আছে ।']",
2393.jpg,"['একটি বাটিতে খাবার আছে ।', 'একটি বাটিতে বেকড খাবার আছে ।', 'আরেকটি বাটিতে চামচ আছে ।', 'আরেকটি বাটিতে একটি ছোট পাত্রে সস আছে ।', 'খাবারের পাশে লাল রঙ এর একটি পাত্র আছে ।']",
2394.jpg,"['একটি পিতজা আছে ।', 'একটি বাটিতে একটি পিতজা আছে ।', 'একটি পিতজা কয়েক ভাগে বিভক্ত ।', 'একটি পিতজা চার ভাগে বিভক্ত ।', 'একটি সাদা বাটিতে একটি পিতজা আছে ।']",
2395.jpg,"['একটি বাটিতে খাবার আছে ।', 'একটি বাটিতে সাদা রঙ এর খাবার আছে ।', 'একটি কালো বাটিতে খাবার আছে ।', 'একটি বাটিতে সাদা কাগজের উপর খাবার আছে ।', 'টেবিলে একটি বাটিতে খাবার আছে ।']",
2397.jpg,"['অনেকগুলো কেক আছে ।', 'অনেকগুলো কেক সাজানো আছে ।', 'অনেকগুলো লাল ও সাদা রঙ এর কেক আছে ।', 'অনেক গুলো কেক স্তরে স্তরে সাজানো আছে ।', 'একটি কাঁচের কন্টেইনারে অনেকগুলো কেক সাজানো আছে ।']",
2398.jpg,"['একটি বাটিতে খাবার আছে ।', 'একটি বাটিতে ডিম আছে ।', 'একটি বাটিতে ডিমে দুইটি কুসুম আছে ।', 'একটি সাদা বাটি আছে ।', 'একটি সাদা বাটিতে ডিম আছে ।']",
2399.jpg,"['তিনটি বাটি আছে ।', 'বাটিতে খাবার আছে ।', 'বাতিগুলোতে নানা ধরণের খাবার আছে ।', 'কয়েকটি চামচ আছে ।', 'একটি বাটিতে চামচ আছে ।']",
2400.jpg,"['একটি বাটিতে খাবার আছে ।', 'একটি সাদা বাটিতে খাবার আছে ।', 'একটি বাটিতে লাল রঙ এর খাবার আছে ।', 'খাবারের উপরে চেরি আছে ।', 'সাদা বাটিতে লাল রঙ এর খাবার আছে ।']",
2401.jpg,"['কিছু খাবার বিছানার উপর রাখা রয়েছে ।', 'ল্যাপ্টপের উপর খাবার রাখা রয়েছে ।', 'বক্সে ভূট্টার সাথে সসেজ মিশানো রয়েছে ।', 'এক বোতোল দুধ রয়েছে ।', 'একটি প্লাস্টিকের চামছ দেখা যাচ্ছে ।']",
2402.jpg,"['টেবিলের উপর এক প্লেট নাস্তা রাখা ।', 'অনেক ধরনের খবার একটা প্প্লেটে রাখা ।', 'টেবিলে শাদা নীল কাপড় বিছানো ।', 'প্লেটে সসেজ ,ডিম , চপ শাঠে আরও অনেক কিছু আছে ।', 'একটা প্যানকেকের উপর কিছু জ্যাম রয়েছে ।']",
2403.jpg,"['টবিলের উপর পিজ্জা ও পাস্তা রয়েছে ।', 'পিজ্জার উপর কিছু ক্যাপ্সিকাম রাখা আছে ।', 'উভয় খাবার অনেক পনির সমৃদ্ধ ।', 'সাদা কাঁচের বাটি আর প্লেটে খাবার পরিবেশন করে রাখা ।', 'কাঠের টেবিলের উপর খাবার রাখ আছে ।']",
2404.jpg,"['কাঁচের বোতোলে আইস্ক্রিম সান্ডে পরিবেশন করা ।', 'বোতলের নিচে একটি প্লেইট রাখা ।', 'দূরে একটি এসি দেখা যাচ্ছে ।', 'আইস্ক্রিমের উপর চকলেট সিরাপ ঢেলে দেয়া হয়েছে ।', 'হলুদ দেয়াল দেখা যাচ্ছে ।']",
2406.jpg,"['এক বাটি খাবার দেখা যাচ্ছে ।', 'বাটিতে বেকড পাস্তা পরিবেশন করা হয়েছে ।', 'বাটির নিচে একটি সিরামিকের প্লেট রাখা ।', 'প্লেটের উপর কাটা চামচ রাখা হয়েছে ।', 'খাবার খাওয়ার জন্য দুইটি কাটা চামচ দেয়া হয়েছে ।']",
2407.jpg,"['এক বাটি খাবার দেখা যাচ্ছে ।', 'বাটিতে বেকড পাস্তা পরিবেশন করা হয়েছে ।', 'বাটির নিচে একটি সিরামিকের প্লেট রাখা ।', 'প্লেটের পাশে সস পরিবেশন করা আছে ।', 'খাবার খাওয়ার জন্য দুইটি কাটা চামচ দেয়া হয়েছে ।']",
2408.jpg,"['প্লেটে খাবার পরিবেশন করা হয়েছে ।', 'নান রুটির পাশে এক টুকরা মাংস রাখা ।', 'মাংসের সাথে খাওয়ার জন্য এক ধরনের সস রাখা ।', 'মাংসের টুকরার উপর গাজর আর ধনে পাতা দেয়া ।', 'কাঁচের প্লেটে “পানসী” লেখা ।']",
2410.jpg,"['প্লেটে খবার পরিবেশন করা ।', 'প্লেটে ভাত আর সসেজ রাখা ।', 'প্লেটে দোকানের লোগোর ছাপ দেয়া ।', 'প্লেটে সাত টুকরা সসেজ রাখা ।', 'টেবিল ক্লথের উপর প্লেটটি রাখা ।']",
2411.jpg,"['প্লেটে খবার পরিবেশন করা ।', 'পাচটি ডোনাট রাখা আছে ।', 'পাশে একটি ব্যাগ রাখা ।', 'টেবিলের উপর গলাপি ব্যাগ রাখা ।', 'প্লেটের উপর কাটা চামচ রাখা ।']",
2412.jpg,"['টেবিলের উপর এক বাটি খাবার রাখা ।', 'এক বাটি খাবার টেবিলের উপর রাখা আছে ।', 'একটি বাটিতে খাবার আছে ।', 'কাঠের টেবিলে একটি বাটি আছে ।', 'একটি বাটিতে খাবার সাজানো আছে ।']",
2415.jpg,"['টেবিলের উপর এক প্লেইট খাবার রাখা আছে ।', 'প্লেটে চার ধরনের খাবার রাখা ।', 'সাদা সিরামিকের প্লেতে খাবার রাখা ।', 'চকলেট বিস্কুটটি মোড়োকে মোড়ানো ।', 'প্লেটে একটা স্যান্ডুইচের সাথে অনেক খাবার পরিবেশন করা ।']",
2416.jpg,"['কিছু খাবার দেখা যাচ্ছে ।', 'একটি বাক্সে কিছু খাবার রয়েছে ।', 'খাবার খাওয়ার জন্য একটি কালো চামচ দেয়া আছে ।', 'বক্সে কিছু ফ্রেঞ্চ ফ্রাই রয়েছে ।', 'ফ্রেঞ্চ ফ্রাইএর উপর অনেক পনির আছে ।']",
2417.jpg,"['টেবিলে অনেক খাবার রাখা ।', 'টেবিলে দুইটি পিজ্জা রয়েছে ।', 'পিজ্জার পাশে কিছু সাদা প্লেইট রয়েছে ।', 'পিজ্জার উপরে অনেক পনির দেয়া ।', 'পিজ্জা দুইটি সমান আট ভাগে ভাগ করা ।']",
2419.jpg,"['খাটের উপর এক প্লেট খাবার রাখা ।', 'প্লেটে কিছু খাবার রয়েছে ।', 'প্লেটে খাবারের সাথে একটা চামচ রয়েছে ।', 'রুটির উপর কিছু সবজি রয়েছে ।', 'প্লেটে দুইটি রুটি দেখা যাচ্ছে ।']",
2420.jpg,"['টেবিলে কিছু খাবার রাখা ।', 'টেবিলের উপর এক প্লেট খাবার রাখা ।', 'প্লেটে একটা চামচ রাখা আছে ।', 'খাবারের পাশে একটা চামচ রয়েছে ।', 'খাবারের প্লেটে রংবেরঙ্গের নকশা করা ।']",
2421.jpg,"['এক ডেকচি খাবার রাখা আছে ।', 'দুইটি প্লেটে নান রুটি রয়েছে ।', 'দুই বাটি মাংস রাখা হয়েছে ।', 'টেবিলের উপর কিছু খাবার রাখা আছে ।', 'দুই টুকরা মুরগির রান দুইটি বাটিতে করে পরিবেশন করা হয়েছে ।']",
2422.jpg,"['কিছু খাবার রাখা আছে ।', 'এক ডেকচি মাংসের তরকারী রাখা আছে ।', 'নান রুটির সাথে মাংস পরিবেশন করা হয়েছে ।', 'দুই টুকরা মুরগির রান দুইটি বাটিতে করে পরিবেশন করা হয়েছে ।', 'ডেকচি থেকে মাংসের তরকারি বাতিতে নেয়া হয়েছে ।']",
2423.jpg,"['টেবিলের উপর কিছু খাবার আছে ।', 'টেবিলের উপর পাচটি পাত্র আছে ।', 'পাত্রে কিছু খাবার আছে ।', 'একটি পাত্রে মাংসের তরকারী আছে ।', 'মাংসের সাথে নান রুটি পরিবেশন করা হয়েছে ।']",
2425.jpg,"['এক বক্স খাবার রাখা আছে ।', 'একটি প্লাস্টিকের বক্সে খাবার রাখা আছে ।', 'খাবারটি দুই ভাগে ভাগ করা ।', 'কিছু খাবার প্লাস্টিকের বাক্সে রাখা আছে ।', 'ওয়ান টাইম প্লাস্টিকের বক্সে খবার রাখা ।']",
2426.jpg,"['এক বক্স খবার দেখা যাচ্ছে ।', 'একটি হাত দেখা যাচ্ছে ।', 'আধা খাওয়া খবার পরে রয়েছে ।', 'ওয়ান টাইম প্লাস্টিকের বক্সে খবার রাখা ।', 'হাত দিয়ে বক্স খুলে রাখা হয়েছে ।']",
2427.jpg,"['খাবার দেখা যাচ্ছে ।', 'স্টিলের প্লেটে খাবার রাখা হয়েছে ।', 'এক প্লেটে খাবার রাখা আছে ।', 'একপিস পিজ্জা পরে রয়েছে ।', 'প্লেটে এক টুকরা পিজ্জা পরে আছে ।']",
2428.jpg,"['টেবিলে খাবার রাখা আছে ।', 'আধ খাওয়া খাবার পরে আছে ।', 'কাঁচের বাটিতে নুডুলস রাখা আছে ।', 'বাটিতে একটি চামচও আছে ।', 'খাবারের বেশ কিছু অংশ পুরে গেছে ।']",
2429.jpg,"['ছবিতে খাবার দেখা যাচ্ছে ।', 'ডেকচিতে খাবার রয়েছে ।', 'ডেকচিতে গাজরের হালুয়া রান্না করে রাখা ।', 'গাজরের হালুয়া রান্না করা হয়েছে ।', 'হালুয়াতে তেজপালা আর কিচমিচ দেখা যাচ্ছে ।']",
2431.jpg,"['কিছু খাবার দেখা যাচ্ছে ।', 'দুই বক্স ভর্তি খবার রয়েছে ।', 'অ্যালুমিনিয়াম ফলেয়ের বক্সে খাবার রয়েছে ।', 'খাবারের উপর টমেটো সস দেয়া হয়েছে ।', 'খাবার অ্যালুমিনিয়াম ফলেয়ের বক্সে রাখা হয়েছে ।']",
2432.jpg,"['এক প্লেট খাবার দেখা যাচ্ছে ।', 'প্লেটে খাবারের পাশে চামচ আর কাটা চামচ রাখা আছে ।', 'দূরে একটা মোবাইল ফোন দেখা যাচ্ছে ।', 'প্লেটে ভাত মাংস সবজি আরও অনেক কিছু আছে ।', 'নানা ধরনের খবার একটা প্লেটে রাখা আছে ।']",
2433.jpg,"['এক ধরনের পানিয় দেখা যাচ্ছে ।', 'একজনের হাত দেখা যাচ্ছে ।', 'পানিয় একটি প্লাস্টিকের গ্লাসে রাখা আছে ।', 'হাত দিয়ে গ্লাসটি ধরে রাখা আছে ।', 'গ্লাসে হলুদ রঙের পানীয় আছে ।']",
2434.jpg,"['দুই বাটি খাবার আছে ।', 'বাটি দুইটির নিচে একটি করে প্লেট আছে ।', 'দুটি বাতির নিচে একটি করে টিস্যু আছে ।', 'দূরে একজন মানুষের হাত দেখা যাচ্ছে ।', 'ছোট একটা বাটিতে সস রাখা আছে ।']",
2435.jpg,"['বাটিতে নুডুলস রয়েছে ।', 'ল্যাপটপের পিছে একটি বিড়াল আছে ।', 'ল্যাপটপটি একটি খাটের উপ রাখা ।', 'ল্যাপটপটি চালু করা রয়েছে ।', 'নুডুলসের সাথে মাংস রয়েছে ।']",
2436.jpg,"['টবিলে এক প্লেট খাবার রাখা আছে ।', 'সাদা প্লেটে খাবার পরিবেশন করা আছে ।', 'প্লেটে দুই দধরনের খাবার রয়েছে ।', 'খাবারগুলো স্তুপাকারে রাখা হয়েছে ।', 'উপরে একটি বড় মাংসের টুকরা আছে ।']",
2438.jpg,"['খাটের উপর এক প্লেট খাবার রাখা ।', 'এক প্লেট খাবার খাতের উপর রাখা ।', 'প্লেটে দুই ধরনের খাবার রয়েছে ।', 'প্লেটে দুইটি পরটা রয়েছে ।', 'পরটার সাথে সবজিও রয়েছে ।']",
2439.jpg,"['এক প্লেট খাবার দেখা যাচ্ছে ।', 'প্লেটে অনেক ধরনের খাবার রাখা ।', 'খাবারের পাশে একটি কাটা চামচও রয়েছে ।', 'ভাতের সাথে মাংস প্লেটে রাখা ।', 'প্লেটে দুই ধরনের মাংস দেখা যাচ্ছে ।']",
2441.jpg,"['টেবিলে এক বাটি খাবার রাখা ।', 'টেবিলে একবাটি পায়েস রাখা ।', 'এক বাটি পায়েস অনেক কিছু দিয়ে সাজানো ।', 'পায়েস একটি কাঁচের বাটিতে রাখা ।', 'পায়েসের উপর বাদাম আর কিচমিচ ছিটানো ।']",
2442.jpg,"['এক বক্স খাবার দেখা যাচ্ছে ।', 'বক্সে অনেক ধরনের খাবার ।', 'বক্সে পাঁচ ধরনের খাবার রাখা ।', 'এক বক্স চাইনিজ খাবার দেখা যাচ্ছে ।', 'পাঁচ ধরনের চাইনিজ খাবার দেখা যাচ্ছে ।']",
2443.jpg,"['খাটের উপর দুই বক্স খাবার দেখা যাচ্ছে ।', 'প্লাস্টিকের বক্সে খাবার রাখা ।', 'বক্সে দুই ধরনের খাবার রাখা ।', 'বক্সে দুইটি সুসি রোল রাখা ।', 'রোল দুইটি দুই ধরনের ।']",
2444.jpg,"['খাটের উপর এক বক্স খাবার দেখা যাচ্ছে ।', 'প্লাস্টিকের বক্সে খাবার রাখা ।', 'বক্সে দুই ধরনের খাবার রাখা ।', 'বক্সে দুইটি সুসি রোল রাখা ।', 'রোল দুইটি দুই ধরনের ।']",
2445.jpg,"['টেবিলে এক বাটি খাবার রাখা আছে ।', 'সাদা সিরামিকের বাটিতে খাবার রাখা আছে ।', 'খাবারের উপরের দিক পুরে গেছে ।', 'বাটির পাশে একটি কাপড় রাখা ।', 'বাটির পাশে একটি সাদা কাপড় রাখা ।']",
2446.jpg,"['প্লেটে কিছু খাবার রয়েছে ।', 'প্লেটে তিন ধরনের খাবার রাখা ।', 'প্যানকেকের সাথে আরকিছু খাবার রয়েছে, ।', 'প্লেটে দুইটি প্যানকেকে রয়েছে ।', 'প্যানকেকর পাশে কিছু ডিমের টুকরা আছে ।']",
2447.jpg,"['এক বক্স খাবার দেখা যাচ্ছে ।', 'অ্যালুমিনিয়াম ফয়েলে বক্সে খাবার রাখা ।', 'বক্সে তিন ধরনের খাবার রাখা আছে ।', 'ভাতের সাথে মাংস আর সবজি রাখা আছে ।', 'বক্সে কিছু চাইনিজ খাবার রাখা আছে ।']",
2448.jpg,"['টেবিলের উপর একটী কেক রাখা ।', 'টেবিলের পাশে একটি চেয়ার রয়েছে ।', 'কেকের রঙ গোলাপী আর সাদা ।', 'কেকটি একটি কাঁচের প্লেটের উপর রাখা ।', 'কেকটি সাদা আর গোলাপি ফুল দিয়ে সাজানো ।']",
2449.jpg,"['এক প্লেট খাবার দেখা যাচ্ছে ।', 'প্লেটে দুই ধরনের খাবার ।', 'ওয়াফেলের টুকরাগুলো একটিত উপরে একটি রাখা ।', 'পাশে কয়েক টুকরা কলা দিয়ে সাজানো ।', 'খাবারের উপর ম্যাপেল সিরাপ আর বাদাম কুচি দেয়া হয়েছে ।']",
2450.jpg,"['এক প্লেট খাবার রাখা আছে ।', 'প্লেটে তিন ধরনের খাবার দেখা যাচ্ছে ।', 'খাবারের পাশে দুইটি চামচ রাখা ।', 'ভাতের সাথে মাংস দেয়া হয়েছে ।', 'একটি কাঁচের প্লেটে খাবার পরিবেশন করা হয়েছে ।']",
2451.jpg,"['ছবিতে একটা খাবারের ছবি দেখা যাচ্ছে ।', 'একটা বক্সে খাবার রাখা আছে ।', 'বক্সে পিজ্জা রাখা আছে ।', 'পিজ্জার কিছু অংশ অনুপস্থিত ।', 'আধা খাওয়া খাবার বক্সে পরে আছে ।']",
2452.jpg,"['কাঁচের টেবিলে কিছু খাবার রাখা আছে ।', 'কয়েকটা প্লেটে কিছু খাবার রাখা আছে ।', 'ছোটো এক প্লেটে টামেটো সস রাখা আছে ।', 'সব প্লেটে অনেক চামচ রাখা আছে ।', 'কিছু খাবার প্লেটে পরিবেশন করা আছে ।']",
2453.jpg,"['প্লেটে খাবার রাখা আছে ।', 'কয়েক ধরনের খাবার একটা প্লেটে রাখা আছে ।', 'প্লেটে খাবারের পাশে সস আছে ।', 'প্লেটে দুই টুকরা মোগলাই আছে ।', 'একটি হাত একটা প্লেট ধরে আছে ।']",
2454.jpg,"['টেবিলে কিছু খাবার আছে ।', 'কয়েক প্লেট খাবার দেখা যাচ্ছে ।', 'প্লেটে কয়েক টুকরা মাংস আছে ।', 'মাংসের পাশে এক প্লেটে নান রুটি রাখা আছে ।', 'একটি প্লেটে কয়েক টুকরা শসা রয়েছে ।']",
2455.jpg,"['কিছু খবার দেখা যাচ্ছে ।', 'অ্যালুমিনিয়াম ফয়েলের বক্সে খাবার রাখা আছে ।', 'খাবারের উপর সস দেয়া ।', 'খাবারের পাশে একটা তার পরে আছে ।', 'বক্সে খাবার রাখা আছে ।']",
2456.jpg,"['প্লেটে কিছু খাবার রাখা আছে ।', 'প্লেটে অনেক ধরনের খাবার একসাথে রাখা আছে ।', 'একটা কালো প্লেটে খাবার রাখা আছে ।', 'ভাতের উপরে কয়েক ধরনের খাবার রাখা ।', 'খাবারের উপরে কিছু তিল ছিটিয়ে দেয়া ।']",
2458.jpg,"['কিছু খাবার প্লেটে রাখা আছে ।', 'সিরামিকের প্লেটে কিছু খাবার রাখা আছে ।', 'টেবিলে কয়েক প্লেট খাবার রাখা আছে ।', 'চারটির মধ্যে তিনটি সাদা সিরামকের ।', 'চারটি প্লেটে একই ধরনের খাবার রাখা আছে ।']",
2461.jpg,"['টেবিলের উপর কিছু খাবার রাখা আছে ।', 'টেবিলে চারটা বারগার রাখা আছে ।', 'বারগারগুলো ফয়েল পেপারের উপর রাখা ।', 'মাঝে একটি গ্লাস দেখা যাচ্ছে ।', 'টেবিলের উপর চার প্লেট খাবার আর একটা গ্লাস রাখা আছে ।']",
2462.jpg,"['প্লেটে কিছু খাবার রাখা আছে ।', 'কিছু খাবার প্লেটে রাখা আছে ।', 'টেবিলে এক প্লেট খাবার রাখা আছে ।', 'এক প্লেট খাবার টাবিলে রাখা আছে ।', 'খাবারের উপর একটা চেরি আছে ।']",
2463.jpg,"['এক বাটি খাবার টেবিলের উপর রাখা আছে ।', 'এক বাটি নুডূলস টেবিলের উপর রাখা আছে ।', 'নুডূলসের উপর আরও কিছু খাবার রাখা আছে ।', 'নুডুলসের সাথে টমেটো, সসেজ আর মাশরুম রয়েছে ।', 'খাবারের উপর মরিচ কুচি রাখা ।']",
2464.jpg,"['প্লেটে কিছু খাবার রাখা আছে ।', 'প্লেটের উপর একটি বাটি আছে ।', 'খাবারের সাথে সস দেয়া আছে ।', 'বাটিতে সস রাখা ।', 'টেবিলে এক প্লেট খাবার আছে ।']",
2465.jpg,"['একট প্লেটে চারটা বাটি আছে ।', 'বাটীতে খবার রাখা আছে ।', 'প্রত্যেক বাটিতে একয়াত কেক রাখা আছে ।', 'কেকের উপর আইস্ক্রিম দেয়া ।', 'বাটিতে কেক আর আইস্ক্রিম রাখা ।']",
2466.jpg,"['প্লেটে খাবার রাখা আছে ।', 'প্লেটে পোলাও মাংস রাখা আছে ।', 'পোলাও এর সাথে মাংস মিশানো ।', 'সাদা সিরামিকের প্লেটে খাবার রাখা ।', 'সাদা সিরামিকের প্লেটে পোলাও রাখা ।']",
2467.jpg,"['টেবিলে একটা কেক রাখা ।', 'প্লেটে একটা কেক রাখা ।', 'প্লেটে একটা দুই লেয়ারের কেক রাখা ।', 'কেকের এক অংশ কেটে পাশে রাখ আছে ।', 'একটা ছোটো টুকরা কেটে রাখা ।']",
2468.jpg,"['এক প্লেট খাবার রাখা আছে ।', 'প্লেটে কিছু লুচি রাখ আছে ।', 'লুচির সাথে আরও কিছু খাবার আছে ।', 'একটা প্লেটে মাংস রাখা ।', 'ছোটো একটা বাটিতে সবজি রাখা ।']",
2469.jpg,"['একটা বাটিতে খাবার রাখা আছে ।', 'বাটীতে কিছু নুডুলস রাখা আছে ।', 'নুডূলস একটা বাটীতে রাখা আছে ।', 'নুডুলস্ আরও জিনিস মিশানো আছে ।', 'নুডুলসের সাথে মাংস আর জলপাই মিশানো আছে ।']",
2470.jpg,"['প্লেটে খাবার রাখা আছে ।', 'প্লেটে দুই ধরনের খাবার রাখা আছে ।', 'প্লেটে লাল রঙের খাবার রয়েছে ।', 'ওয়াফেলের পাশে আইস্ক্রিম রাখা ।', 'ভ্যানিলা আইস্ক্রিম প্লেটের একপাশে রাখা আছে ।']",
2471.jpg,"['টেবিলে একটা বড় কেক রাখা আছে ।', 'কেকের এক অংশ কেটে রাখা ।', 'কেকের একটা অংশ কেটে প্লেটে রাখা ।', 'একটা ছোটো কেকের অংশ প্লেটে রাখা আছে ।', 'কেকের উপর ছোট চকলেট রাখ আছে ।']",
2472.jpg,"['প্লেটে খাবার রাখা আছে ।', 'প্লেটে এক টুকরা খাবার রাখা আছে ।', 'কেকের তিনটা লেয়ার আছে ।', 'সাদা সিরামিকের প্লেটে কেকে রাখা আছে ।', 'সাদা সিরামিকের প্লেটে গোলাপি ফুল আঁকা ।']",
2473.jpg,"['একটা পিজ্জা দেখা যাচ্ছে ।', 'পিজ্জার উপর অনেক কিছু দেয়া ।', 'পিজ্জাটি অনেক উপকরণে সমৃদ্ধ ।', 'পিজ্জার উপরে মাংস, জলপাই আরও অনেক কিছু রয়েছে ।', 'সবকিছু উপরে অনেক পরিমানে পনির দেয়া ।']",
2474.jpg,"['একটা প্লেটে কিছু খাবার রাখা আছে ।', 'সিরামিকের প্লেতে খাবার রাখ আছে ।', 'সিরামিকের সাদা প্লেটে খাবার রাখা আছে ।', 'প্লেটে এক টুকরা খাবার রাখা আছে ।', 'এক টুকরা খাবার প্লেটে রাখা আছে ।']",
2475.jpg,"['প্লেটে খাবার পরিবেশন করা হয়েছে ।', 'প্লেটে একটা আভোকাডো টোস্ট রাখা আছে ।', 'আভোকাড টোস্টটাকে সুন্দর করে সাজানো আছে ।', 'টোস্টের উপর একটা ডিম রাখা আছে ।', 'টোস্টের উপর আভোকাডো আর ডিম সাজানো আছে ।']",
2476.jpg,"['টেবিলের উপর খাবার রাখা আছে ।', 'বাটিতে খাবার রাখা আছে ।', 'একটা বাটিতে ভাত রাখা আছে ।', 'একটা বাটিতে মাংস রাখা আছে ।', 'মাংসের উপরে একটা কাঁচা মরিচ রাখা ।']",
2477.jpg,"['প্লেটে খাবার রাখা আছে ।', 'প্লেটে একটা মাংসের রোস্ট রাখা আছে ।', 'মাংসের রোস্ট একটা প্লেটে রাখা আছে ।', 'টেবিলে এক প্লেট রোস্ট রাখা আছে ।', 'রোস্টের উপর মরিচ কুচি ছিটিয়ে দেয়া ।']",
2478.jpg,"['টেবিলের উপর কেক রাখা আছে ।', 'টেবিলের উপর বারোটা কেক রাখা আছে ।', 'কেকের পাশে একটা চকলেট বার রাখা আছে ।', 'অনেকগুলা কেক টেবিলের উপর রাখা আছে ।', 'অনেকগুলা চকলেট কেক টেবিলের উপর রাখা আছে ।']",
2479.jpg,"['টেবিলের উপর খাবার রাখা আছে ।', 'টেবিলের উপর চকলেট কেক রাখা আছে ।', 'একটা কাঁচের বাটিতে কেক রাখা আছে ।', 'একটা কাঁচের বাটিতে চকলেট কেক রাখা আছে ।', 'কেকের উপর চকলেট সিরাপ ঢেলে দেয়া ।']",
2480.jpg,"['প্লেটে খাবার রাখা আছে ।', 'প্লেটে কেক রাখা আছে ।', 'প্লেটে এক পিস কেক রাখা আছে ।', 'প্লেটে এক পিস রেড ভেলভেট কেক রাখা আছে ।', 'রেড ভেলভেট কেকের উপর সাদা ফ্রস্টিং দেয়া ।']",
2482.jpg,"['একটি থালায় খাবার রাখা আছে ।', 'টেবিলে এক থালা খাবার রাখা আছে ।', 'স্টিলের থালায় করে খাবার পরিবেশন করা হয়েছে ।', 'থালায় রুটি আর তরকারী রাখা আছে ।', 'খাবারের উপরে একটা সবুজ চামচ রাখা ।']",
2483.jpg,"['একটা হাত দেখা যাচ্ছে ।', 'একটা হাত এক কাপ আইস্কিম ধরে রেখেছে ।', 'কাপে দুইটা চামচ রাখা ।', 'কাপে রাখা চামচ দুইটি গোলাপী রঙ্গের ।', 'কাপে দুই ধরনের আইস্ক্রিম আছে ।']",
2484.jpg,"['কিছু খাবার দেখা রাখা আছে ।', 'একটা ট্রেতে কিছু খাবার রাখা ।', 'তিন প্লেট পরটা আর তিন বাটি তরকারী রাখা ।', 'প্রত্যেক বাটিতে একটি করে চামচ রাখা ।', 'দুইতি প্লেটে তিনটি করে পরটা আর আরেকটী প্লেটে দুইটি ।']",
2485.jpg,"['প্লেটে কিছু খাবার রাখা আছে ।', 'প্লেটে কিছু মোমো রাখা আছে ।', 'খাবারের পাশে চামচ রাখা ।', 'একটি চামচ আর কাটা চামচ প্লেটে রাখা ।', 'প্লেটে দশটা মোমো রাখা ।']",
2486.jpg,"['প্লেটে কিছ খাবার রাখা ।', 'প্লেটে কয়েক ধরনের খবার রাখা ।', 'স্টিলের প্লেটে খাবার পরিবেশন করা হয়েছে ।', 'প্লেটে পরটা আর কিছু তরকারী রাখা ।', 'প্লেটে একটা সবুজ প্লাস্টিকের চামচ রাখা আছে ।']",
2487.jpg,"['টেবিলে কিছু খাবার রাখা ।', 'একটি বক্সে ভাত আর মাংস আছে ।', 'বক্সে ভাতের উপর ছোটো ছোটো মাংসের টুকরা রাখা ।', 'বক্সে ভাতের উপর ছয়টি ছোটো ছোটো মাংসের টুকরা রাখা ।', 'একটি কাগজের বক্সে দুইটি মাংসের টুকরা রাখা ।']",
2488.jpg,"['একটি বক্সে কিছু খাবার রাখা আছে ।', 'একটি অ্যালুমিনিয়াম ফয়েলের বক্সে খাবার রাখা আছে ।', 'বক্সে একটা প্লাস্টিকের চামচ রাখা আছে ।', 'বক্সে কিছু মাংসের টুকরা রাখা আছে ।', 'কিছু খাবার একট অ্যালুমিনিয়াম ফয়েলের বক্সে রাখা আছে ।']",
2489.jpg,"['কিছু খাবার দেখা যাচ্ছে ।', 'অ্যালুমিনিয়াম ফয়েলের বক্সে খাবার রাখা আছে ।', 'তিনটা বক্সে খাবার রাখা আছে ।', 'মাংসের পাশে ক্যাপসিকাম রাখা আছে ।', 'একটা প্লাস্টিকের কাটা চামচ খাবারের উপর রাখা আছে ।']",
2490.jpg,"['একটা টেবিলে খাবার রাখা আছে ।', 'এক প্লেটে খাবার রাখা আছে ।', 'একটা সবুজ প্লেটে খাবার রাখা আছে ।', 'প্লেটে ডোনাট রাখা আছে ।', 'ডোনাটের উপর স্প্রিংকেল ছিটানো ।']",
2491.jpg,"['অ্যালুমিনিয়াম ফয়েলের বক্সে খাবার রাখা আছে ।', 'বক্সে অনেক ধরনের খাবার রাখা আছে ।', 'বক্সে মাংসের সাথে সবজি রাখা আছে ।', 'বক্সে দুই ধরনের খাবার রাখা আছে ।', 'মাংসের পাশে ফুলকপি, ব্রকলি আর আলুর রোস্ট রাখা আছে ।']",
2492.jpg,"['কাঁচের টেবিলে এক প্লেট খাবার রাখা আছে ।', 'প্লেটে এক টুকরা খাবার রাখা আছে ।', 'প্লেটে এক পিস কেক রাখা আছে ।', 'প্লেটে এক পিস ভ্যানিলা কেক রাখা আছে ।', 'দূরে একটা গ্লাস রাখা আছে ।']",
2495.jpg,"['দুই প্লেট খাবার রাখা আছে ।', 'অনেক ধরনের খাবার প্লেটে রাখা আছে ।', 'প্লেটে পাউরুটি ডিম আর সবজি রাখা আছে ।', 'খাবারের সাথে কয়েকটা চামচ দেয়া আছে ।', 'একটা ছোটো বাটিতে মাখন রাখা আছে ।']",
